case_id,category,question,http_status,question_type,expected_route,route_ok,expected_topics,topic_hits,expected_reference_keywords,reference_hits,score,verdict,answer_preview,evidence_preview,manual_notes,eval_label_status,final_verdict,issue_type
GQ0124,gotquestions_unmapped,예수님이 ‘내가 있느니라(I AM)’고 말씀하신 것은 무슨 의미인가요?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님이 ‘내가 있느니라(I AM)’라고 말씀하신 것은 그분의 신성과 존재의 본질을 드러내는 선언입니다. 이 표현은 구약에서 하나님이 자신을 소개할 때 사용된 ‘나는 스스로 있는 자’라는 의미와 깊은 연관이 있습니다. 예수님은 이 말씀을 통해 자신이 하나님과 동일한 존재임을 나타내며, 인류의 구원자라는 사명을 강조하셨습니다. 이러한 선언은 예수님의 정체성과 사역을 이해하는 데 중요한 열쇠가 됩니다. 2. 관련 구절 설명 - 고린도전서 9장 19-21절: 바울은 모든 사람에게 자유로우면서도 스스로 종이 되어 많은 사람을 얻고자 했다고 말합니다. 이는 예수님의 사역과도 연결되며, 예수님이 인류를 구원하기 위해 자신을 낮추신 모습을 보여줍니다. 바울의 이러한 태도는 예수님의 ‘I AM’ 선언이 단순한 자아 인식이 아니라, 타인을 위한 희생과 섬김의 삶을 요구한다는 점을 시사합니다. - 갈라디아서 2장 20절: 바울은 그리스도와 함께 십자가에 못 박혔다고 고백하며, 이제는 ","[하이브리드 주제검색 결과] 인식 주제: ['예수', '말씀'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신', '율법', '계명', '성경', '가르침', '교훈'] LLM 검색 질의: [""예수님의 '내가 있느니라' 의미"", '예수님의 신성', '하나님과의 관계', '구약의 I AM', '예수의 정체성', '신약에서의 예수', '예수님이 ‘내가 있느니라(I AM)’고 말씀하신 것은 무슨 의미인가요?'] 실제 벡터검색 질의: [""예수님의 '내가 있느니라' 의미 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님 주의 말씀 율법 계명 말씀을 묵상"", ""예수님의 '내가 있느니라' 의미"", '예수님의 신성', '하나님과의 관계', '구약의 I AM', '예수의 정체성', '신약에서의 예수', '예수님이 ‘내가 있느니라(I AM)’고 말씀하신 것은 무슨 의미인가요?'] - 고린도전서 9장 | score=0.650 | keyword=1",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0125,gotquestions_unmapped,예수 그리스도의 다른 이름과 호칭들에는 무엇이 있나요?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수 그리스도는 성경에서 여러 이름과 호칭으로 불립니다. '그리스도'라는 이름은 구약의 메시아를 의미하며, 예수님이 그 약속된 구세주임을 나타냅니다. 또한, '하나님의 아들'이라는 호칭은 예수님의 신성을 강조하며, 그가 하나님과 특별한 관계를 맺고 있음을 나타냅니다. 이러한 다양한 호칭들은 예수님의 사역과 성품을 이해하는 데 중요한 역할을 합니다. 2. 관련 구절 설명 - 마태복음 1장 16절: 이 구절은 예수님이 '그리스도'라 칭함을 받는 이유를 명확히 보여줍니다. 그리스도는 구약에서 예언된 메시아로서, 인류를 구원하기 위해 오신 분임을 강조합니다. - 로마서 1장 4절: 여기서 예수님은 '하나님의 아들'로 언급되며, 그의 부활을 통해 그 신성이 입증됩니다. 이는 예수님이 단순한 인간이 아니라, 하나님과 동일한 본성을 지닌 분임을 나타냅니다. 3. 본문 설명 제공된 성경 근거를 통해 예수 그리스도의 여러 이름과 호칭을 살펴보면, 그가 어떤 존재인지, 그리고 그의 사","[하이브리드 주제검색 결과] 인식 주제: ['예수'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신'] LLM 검색 질의: ['예수 그리스도의 다른 이름과 호칭', '예수의 이름', '그리스도의 호칭', '예수의 다양한 이름', '예수의 성격', '예수의 역할', '예수 그리스도의 다른 이름과 호칭들에는 무엇이 있나요?'] 실제 벡터검색 질의: ['예수 그리스도의 다른 이름과 호칭 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님', '예수 그리스도의 다른 이름과 호칭', '예수의 이름', '그리스도의 호칭', '예수의 다양한 이름', '예수의 성격', '예수의 역할', '예수 그리스도의 다른 이름과 호칭들에는 무엇이 있나요?'] - 마태복음 1장 | score=0.583 | keyword=5 | boost=0.0 16절 야곱은 마리아의 남편 요셉을 낳았으니 마리아에게서 그리스도라 칭하는 예수가 나시니라 17절 그런즉 모든 대",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0126,gotquestions_unmapped,예수님이 하나님의 독생자라는 것은 무슨 의미인가요?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님이 하나님의 독생자라는 것은 그가 하나님과 본질적으로 동일하며, 하나님께서 특별히 보내신 아들이라는 의미입니다. 요한복음 1장 14절에서는 ""말씀이 육신이 되어 우리 가운데 거하시매""라고 하여, 예수님이 하나님과의 깊은 관계 속에서 세상에 오셨음을 강조합니다. 독생자는 유일무이한 존재로, 예수님을 통해 하나님을 알 수 있는 길이 열렸다는 것을 나타냅니다. 이는 그가 인류를 구원하기 위해 이 땅에 오신 구세주라는 사실과도 연결됩니다. 2. 관련 구절 설명 - 요한복음 1장 14절: 이 구절은 예수님이 육신을 입고 이 땅에 오셨다는 사실을 강조합니다. 이는 하나님이 인간의 모습으로 나타나셔서 우리와 함께 하신다는 깊은 의미를 담고 있습니다. 예수님을 통해 우리는 하나님의 영광과 은혜를 직접 경험할 수 있습니다. - 마태복음 28장 19절: 이 구절은 예수님이 아버지와 아들과 성령의 이름으로 제자를 삼으라고 명령하신 부분입니다. 이는 삼위일체의 개념을 보여주며, 예수","[하이브리드 주제검색 결과] 인식 주제: ['예수', '하나님', '삼위일체'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신', '하나님', '여호와', '주', '아버지', '창조주', '전능', '삼위일체', '성부', '성자', '성령', '한 하나님', '세 위격'] LLM 검색 질의: ['예수님이 하나님의 독생자라는 의미', '하나님의 독생자란 무엇인가', '예수님의 신성과 인성', '삼위일체의 이해', '예수님과 하나님과의 관계', '구원의 의미와 예수님의 역할', '예수님이 하나님의 독생자라는 것은 무슨 의미인가요?'] 실제 벡터검색 질의: ['예수님이 하나님의 독생자라는 의미 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 아버지와 아들과 성령 말씀이 하나님 주 예수 그리스도의 은혜와 하나님의 사랑과 성령의 교통', '예수님이 하나님의 독생자라는 의미', '하",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0127,gotquestions_unmapped,예수님은 어떻게 유일무이하신가요?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님이 유일무이하신 이유는 그분이 하나님과 함께 계셨고, 하나님이시기 때문입니다. 요한복음 1장에서는 예수님이 태초부터 하나님과 함께 계셨고, 모든 만물이 그로 말미암아 지어진 것이라고 말씀하고 있습니다. 또한, 예수님은 독생자로서 아버지의 영광을 드러내며, 우리에게 생명을 주시는 참 빛으로 오셨습니다. 이러한 점에서 예수님은 다른 어떤 존재와도 비교할 수 없는 유일한 분임을 알 수 있습니다. 2. 관련 구절 설명 - 요한복음 1장 1절: ""태초에 말씀이 계시니라 이 말씀이 하나님과 함께 계셨으니 이 말씀은 곧 하나님이시니라"" 이 구절은 예수님이 하나님과 동일한 본질을 가지신 분임을 강조합니다. 이는 예수님이 단순한 선지자나 교사가 아니라, 전능하신 하나님이라는 중요한 신학적 진리를 담고 있습니다. - 마태복음 28장 19절: ""그러므로 너희는 가서 모든 족속으로 제자를 삼아 아버지와 아들과 성령의 이름으로 침례를 주고"" 이 구절은 삼위일체의 개념을 보여줍니다. 예","[하이브리드 주제검색 결과] 인식 주제: ['예수', '삼위일체', '직장'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신', '삼위일체', '성부', '성자', '성령', '한 하나님', '세 위격', '직장', '일', '수고', '노동', '섬기', '충성', '게으름'] LLM 검색 질의: ['예수님의 유일무이함에 대한 설명', '예수는 유일한 구세주', '삼위일체의 의미', '예수의 신성과 인성', '하나님과의 관계', '예수의 구속 사역', '예수님은 어떻게 유일무이하신가요?'] 실제 벡터검색 질의: ['예수님의 유일무이함에 대한 설명 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님 아버지와 아들과 성령 말씀이 하나님 주 예수 그리스도의 은혜와 하나님의 사랑과 성령의 교통 무슨 일을 하든지 주께 하듯 충성 수고', '예수님의 유일무이함에 대한 설명', '예수는 유일한 구세주', '삼위일체의 의미', '예수의 신성",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0128,gotquestions_unmapped,실제 역사상의 예수님은 어떤 분이었나요?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님은 역사적으로 유대 땅에서 태어나신 인물로, 기독교의 중심 인물입니다. 그는 하나님의 아들로서 인류를 구원하기 위해 이 땅에 오셨고, 그의 가르침과 삶은 많은 사람들에게 영향을 미쳤습니다. 예수님은 사랑과 용서, 그리고 인내의 본보기를 보여주셨으며, 그의 사역은 사람들에게 하나님과의 관계를 회복하는 길을 제시했습니다. 그의 죽음과 부활은 기독교 신앙의 핵심이며, 이를 통해 인류에게 구원의 길이 열렸습니다. 2. 관련 구절 설명 - 에베소서 4장 32절: ""서로 인자하게 하며 불쌍히 여기며 서로 용서하기를 하나님이 그리스도 안에서 너희를 용서하심과 같이 하라""는 구절은 예수님의 가르침을 잘 나타냅니다. 예수님은 우리에게 서로 용서하고 사랑하라고 하셨으며, 이는 그가 보여준 사랑의 본질을 반영합니다. - 잠언 16장 32절: ""노하기를 더디하는 자는 용사보다 낫고 자기의 마음을 다스리는 자는 성을 빼앗는 자보다 나으니라""는 구절은 예수님의 인내와 자아 통제를 강조합","[하이브리드 주제검색 결과] 인식 주제: ['예수', '분노'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신', '분노', '화', '노', '성내', '분', '참음', '온유'] LLM 검색 질의: ['실제 역사상의 예수님에 대한 설명', '예수님의 역사적 배경', '예수님의 생애와 사역', '예수님의 인물적 특성', '예수님의 가르침과 영향', '실제 역사상의 예수님은 어떤 분이었나요?'] 실제 벡터검색 질의: ['실제 역사상의 예수님에 대한 설명 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님 성내기를 더디하라 온유 분을 품지 말라 용서', '실제 역사상의 예수님에 대한 설명', '예수님의 역사적 배경', '예수님의 생애와 사역', '예수님의 인물적 특성', '예수님의 가르침과 영향', '실제 역사상의 예수님은 어떤 분이었나요?'] - 에베소서 4장 | score=0.621 | keyword=0 | boost=0.2",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0129,gotquestions_unmapped,예수님은 유대인이었나요?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님은 유대인이셨습니다. 성경에서 예수님은 유대 땅에서 태어나셨고, 유대인의 문화와 전통 속에서 성장하셨습니다. 예수님은 유대인의 역사와 예언의 성취로 오신 메시아로서, 그분의 사역은 유대인들에게 먼저 전해졌습니다. 따라서 예수님은 유대인의 정체성을 가지고 계신 분입니다. 2. 관련 구절 설명 - 데살로니가전서 2장 14절: 이 구절은 유대인들이 예수님과 선지자들을 죽였다는 사실을 언급합니다. 이는 예수님이 유대인으로서 그들 사이에서 겪은 고난을 보여주며, 그분의 사역이 유대인들과 깊은 연관이 있음을 강조합니다. - 로마서 1장 4절: 이 구절은 예수님이 부활하심으로 하나님의 아들로 인정받으셨다는 것을 말합니다. 이는 예수님의 정체성과 사역의 중요성을 드러내며, 그분이 유대인으로서의 배경을 가지고 있음을 상기시킵니다. 3. 본문 설명 제공된 성경 구절들은 예수님의 정체성과 그가 유대인으로서의 배경을 어떻게 가지고 있었는지를 보여줍니다. 예를 들어, 데살로니가전서 2","[하이브리드 주제검색 결과] 인식 주제: ['예수'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신'] LLM 검색 질의: ['예수님의 유대인 정체성', '예수님은 누구인가', '예수의 민족적 배경', '유대인으로서의 예수', '예수의 출생과 배경', '예수의 문화적 맥락', '예수님은 유대인이었나요?'] 실제 벡터검색 질의: ['예수님의 유대인 정체성 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님', '예수님의 유대인 정체성', '예수님은 누구인가', '예수의 민족적 배경', '유대인으로서의 예수', '예수의 출생과 배경', '예수의 문화적 맥락', '예수님은 유대인이었나요?'] - 베드로후서 1장 | score=0.583 | keyword=5 | boost=0.0 1절 예수 그리스도의 종과 사도인 시몬 베드로는 우리 하나님과 구주 예수 그리스도의 의를 힘입어 동일하게 보배로운 믿음을 우리와 같이 받은 자들에게 편지하노니",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0130,gotquestions_unmapped,예수님은 어떤 모습이었나요?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님은 성경에서 하나님의 아들이자 인류의 구세주로 묘사됩니다. 요한계시록에서는 그분의 영광과 권능이 강조되며, 고린도후서에서는 그리스도가 하나님의 형상으로서 우리에게 하나님의 영광을 드러내신다고 말합니다. 또한, 예수님은 병자들을 고치고 귀신을 쫓아내시는 능력을 가지신 분으로, 그분의 사역은 하나님 나라의 임재를 나타냅니다. 이러한 모습은 예수님이 단순한 인물이 아니라, 신성과 인성을 모두 지닌 구세주임을 보여줍니다. 2. 관련 구절 설명 - 고린도후서 4장 4절: 이 구절은 그리스도가 하나님의 형상으로서 우리의 마음에 하나님의 영광을 비추신다고 말합니다. 이는 예수님이 단순한 인간이 아니라, 하나님의 본질을 드러내는 존재임을 강조합니다. 그리스도를 통해 우리는 하나님을 더 깊이 이해할 수 있습니다. - 누가복음 4장 41절: 예수님이 귀신을 쫓아내시면서 ""당신은 하나님의 아들이니이다""라는 고백을 듣는 장면은 그분의 신성을 드러냅니다. 이는 예수님이 단순한 선생이나","[하이브리드 주제검색 결과] 인식 주제: ['예수'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신'] LLM 검색 질의: ['예수님의 모습에 대한 설명', '예수님의 외모', '예수님의 성격', '예수님의 특징', '예수님의 인격', '예수님의 사역', '예수님은 어떤 모습이었나요?'] 실제 벡터검색 질의: ['예수님의 모습에 대한 설명 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님', '예수님의 모습에 대한 설명', '예수님의 외모', '예수님의 성격', '예수님의 특징', '예수님의 인격', '예수님의 사역', '예수님은 어떤 모습이었나요?'] - 요한계시록 1장 | score=0.600 | keyword=6 | boost=0.0 1절 예수 그리스도의 계시라 이는 하나님이 그에게 주사 반드시 속히 될 일을 그 종들에게 보이시려고 <br> &nbsp;&nbsp;그 천사를 그 종 요한에게 보내어 지시하신 것이라 2절 요한",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0131,gotquestions_unmapped,예수님의 어린 시절에는 무슨 일이 있었나요?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님의 어린 시절에 대한 구체적인 기록은 성경에 많이 나타나지 않지만, 누가복음 2장 40절과 52절에서 그에 대한 단서가 있습니다. 예수님은 성장하면서 지혜와 키가 자라났고, 하나님과 사람에게 더욱 사랑받는 존재가 되셨습니다. 이 시기는 예수님이 하나님과의 관계를 깊이 있게 형성하고, 인류를 구원하기 위한 준비를 하신 중요한 시기라고 할 수 있습니다. 어린 시절의 예수님은 부모인 마리아와 요셉과 함께 나사렛에서 살며, 그들의 가르침을 받으며 성장하셨습니다. 2. 관련 구절 설명 - 누가복음 2장 40절: ""아기가 자라며 강해지고 지혜가 충만하며 하나님과 사람에게 더욱 사랑받더라."" 이 구절은 예수님의 성장 과정을 보여주며, 그가 단순한 인간으로서의 경험을 통해 하나님과의 관계를 깊이 있게 발전시켰음을 나타냅니다. - 누가복음 2장 52절: ""예수는 지혜와 키가 자라며 하나님과 사람에게 더욱 사랑받더라."" 이 구절은 예수님이 단순히 신적인 존재일 뿐만 아니라, 인간","[하이브리드 주제검색 결과] 인식 주제: ['예수', '직장'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신', '직장', '일', '수고', '노동', '섬기', '충성', '게으름'] LLM 검색 질의: ['예수님의 어린 시절에 대한 이야기', '예수님의 성장 과정', '예수님의 어린 시절 사건', '예수님의 가족 배경', '예수님의 초기 생애', '예수님의 어린 시절에는 무슨 일이 있었나요?'] 실제 벡터검색 질의: ['예수님의 어린 시절에 대한 이야기 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님 무슨 일을 하든지 주께 하듯 충성 수고', '예수님의 어린 시절에 대한 이야기', '예수님의 성장 과정', '예수님의 어린 시절 사건', '예수님의 가족 배경', '예수님의 초기 생애', '예수님의 어린 시절에는 무슨 일이 있었나요?'] - 이사야 24장 | score=0.650 | keyword=13 | boost=0.",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0132,gotquestions_unmapped,예수는 신화인가요? 예수는 단지 다른 고대 종교의 이교도 신들을 모방한 것인가요?,200,guardrail,topic_search|explanation,N,,,,,1,FAIL,"이 질문은 성경공부 도우미의 답변 범위를 벗어납니다. 저는 로또 번호, 운세, 투자 추천처럼 성경 본문과 직접 관련 없는 예측이나 선택을 대신해드릴 수는 없습니다. 대신 돈과 선택에 대한 성경적 태도, 지혜로운 결정, 염려를 다루는 말씀은 함께 살펴볼 수 있습니다. 예를 들어 이렇게 질문해볼 수 있습니다. - 돈을 어떻게 바라봐야 해? - 재정 문제로 불안할 때 어떤 말씀을 보면 좋을까? - 지혜로운 선택을 위해 기도할 때 어떤 마음이 필요할까?",,,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0133,gotquestions_unmapped,예수님은 왜 비유로 가르치셨나요?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님은 비유로 가르치신 이유는 여러 가지가 있습니다. 첫째, 비유는 복잡한 진리를 쉽게 이해할 수 있도록 도와줍니다. 둘째, 비유를 통해 예수님은 하나님의 나라에 대한 깊은 진리를 드러내시고, 사람들의 마음을 열어 주셨습니다. 셋째, 비유는 듣는 이의 반응을 유도하여, 진정으로 이해하고자 하는 사람들에게는 더 깊은 깨달음을 주기 위한 방법이었습니다. 이러한 방식은 예수님이 선지자를 통해 예언하신 바를 이루기 위한 것이기도 했습니다. 2. 관련 구절 설명 - 마태복음 13장 34-35절: 이 구절은 예수님이 비유로 말씀하신 이유를 명확히 설명합니다. 이는 선지자의 예언을 이루기 위한 것이며, 창세부터 감추인 것들을 드러내기 위한 방법으로 비유를 사용하신 것입니다. 비유는 깊은 진리를 전달하면서도 사람들에게 생각할 거리를 제공합니다. - 마태복음 13장 23절: 이 구절은 말씀을 듣고 깨닫는 자가 결실을 맺는다는 것을 강조합니다. 비유는 단순히 정보를 전달하는 것이 아","[하이브리드 주제검색 결과] 인식 주제: ['비유', '예수'] 검색 키워드: ['비유', '탕자', '사마리아', '씨 뿌리는', '달란트', '잃은 양', '열 처녀', '예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신'] LLM 검색 질의: ['예수님이 비유로 가르친 이유', '비유의 의미', '예수님의 가르침 방식', '비유를 통한 교훈', '예수님의 비유 사용 이유', '예수님은 왜 비유로 가르치셨나요?'] 실제 벡터검색 질의: ['예수님이 비유로 가르친 이유 예수님의 비유 탕자의 비유 선한 사마리아인 씨 뿌리는 비유 달란트 비유 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님', '예수님이 비유로 가르친 이유', '비유의 의미', '예수님의 가르침 방식', '비유를 통한 교훈', '예수님의 비유 사용 이유', '예수님은 왜 비유로 가르치셨나요?'] - 마태복음 13장 | score=0.641 | keyword=9 | boost=0.2",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0134,gotquestions_unmapped,그리스도의 사랑이란 무엇인가요?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 그리스도의 사랑은 하나님이 우리를 향해 가지신 무한한 사랑을 나타냅니다. 요한1서 4장 8절에서 하나님은 사랑이라고 말씀하신 것처럼, 그리스도의 사랑은 우리를 위해 자신의 생명을 내어주신 희생적인 사랑입니다. 이 사랑은 우리가 서로 사랑하도록 이끌며, 하나님을 사랑하는 것이 곧 그분의 계명을 지키는 것과 연결되어 있습니다. 그러므로 그리스도의 사랑은 단순한 감정이 아니라, 행동으로 나타나는 실천적 사랑입니다. 2. 관련 구절 설명 - 요한1서 4장 9절: ""하나님의 사랑이 우리에게 이렇게 나타난 바 되었으니 하나님이 자기의 독생자를 세상에 보내심은 저로 말미암아 우리를 살리려 하심이니라."" 이 구절은 그리스도의 사랑의 본질을 명확히 보여줍니다. 하나님이 독생자를 보내신 것은 우리를 구원하기 위한 사랑의 표현이며, 이는 우리가 그 사랑을 이해하고 받아들이는 데 중요한 기초가 됩니다. - 요한1서 4장 19절: ""우리가 사랑함은 그가 먼저 우리를 사랑하셨음이라."" 이 구","[하이브리드 주제검색 결과] 인식 주제: ['사랑', '예수'] 검색 키워드: ['사랑', '사랑하사', '사랑하는', '인애', '자비', '긍휼', '서로 사랑', '예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신'] LLM 검색 질의: ['그리스도의 사랑이란 무엇인가요?', '그리스도의 사랑', '사랑의 본질', '하나님의 사랑', '사랑의 의미', '사랑의 적용'] 실제 벡터검색 질의: ['그리스도의 사랑이란 무엇인가요? 하나님의 사랑 서로 사랑하라 사랑은 하나님께 속한 것 독생자를 주신 사랑 형제를 사랑 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님', '그리스도의 사랑이란 무엇인가요?', '그리스도의 사랑', '사랑의 본질', '하나님의 사랑', '사랑의 의미', '사랑의 적용'] - 요한1서 5장 | score=0.615 | keyword=10 | boost=0.0 1절 예수께서 그리스도이심을 믿는 자마다 하나님께로서 난 자니 또",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0135,gotquestions_unmapped,예수님이 당하신 시험의 의미와 목적은 무엇인가요?,200,story_explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 - 예수님이 광야에서 마귀에게 시험을 받으신 사건은 그분의 정체성과 사역의 본질을 드러내는 중요한 의미를 지닙니다. 예수님은 금식 후에 시험을 받으셨고, 이는 인간의 약함을 경험하시며 하나님의 말씀에 의지하는 모습을 보여줍니다. 마귀의 유혹에 대해 예수님은 성경 말씀으로 응답하시며, 하나님께만 경배하고 섬겨야 한다는 신앙의 원칙을 확립하셨습니다. 결국, 이 사건은 예수님이 인류의 구세주로서의 사명을 수행하기 위한 준비 과정으로 해석될 수 있습니다. 2. 본문 흐름 설명 - 본문은 예수님이 성령의 인도하심을 받아 광야로 가는 것으로 시작됩니다(마태복음 4:1). 이때 예수님은 40일 동안 금식하시며 극심한 배고픔을 경험하셨고, 이는 그분의 인성을 강조합니다(마태복음 4:2). 이어서 마귀가 예수님에게 다가와 첫 번째 시험을 제시합니다. ""네가 만일 하나님의 아들이어든 명하여 이 돌들이 떡덩이가 되게 하라""라는 유혹은 예수님의 신성을 의심하게 하려는 시도로 볼 수 있습니",마태복음 4:1 그 때에 예수께서 성령에게 이끌리어 마귀에게 시험을 받으러 광야로 가사 마태복음 4:2 사십 일을 밤낮으로 금식하신 후에 주리신지라 마태복음 4:3 시험하는 자가 예수께 나아가서 가로되 네가 만일 하나님의 아들이어든 명하여 이 돌들이 떡덩이가 되게 하라 마태복음 4:4 예수께서 대답하여 가라사대 기록되었으되 사람이 떡으로만 살 것이 아니요 하나님의 입으로 나오는 모든 말씀으로 살 것이라 하였느니라 하시니 마태복음 4:5 이에 마귀가 예수를 거룩한 성으로 데려다가 성전 꼭대기에 세우고 마태복음 4:6 가로되 네가 만일 하나님의 아들이어든 뛰어내리라 기록하였으되 저가 너를 위하여 그 사자들을 명하시리니 저희가 손으로 너를 받들어 발이 돌에 부딪히지 않게 하리로다 하였느니라 마태복음 4:7 예수께서 이르시되 또 기록되었으되 주 너의 하나님을 시험치 말라 하였느니라 하신대 마태복음 4:8 마귀가 또 그를 데리고 지극히 높은 산으로 가서 천하 만국과 그 영광을 보여 마태복음 ,,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0136,gotquestions_unmapped,예수님의 변형은 무엇을 의미하며 어떻게 중요한가요?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 예수님의 변형은 그분의 신성과 영광이 드러나는 사건으로, 제자들에게 그리스도의 진정한 정체성을 보여주는 중요한 순간입니다. 이 사건은 예수님이 단순한 인간이 아니라 하나님의 아들이라는 것을 확증하며, 그분의 사역과 죽음, 부활의 의미를 깊이 이해하는 데 도움을 줍니다. 변형 사건은 또한 제자들에게 믿음의 확신을 주고, 그들이 예수님을 따르는 이유를 다시금 생각하게 만드는 계기가 됩니다. 이러한 경험은 오늘날 신자들에게도 예수님의 영광을 바라보며 믿음을 더욱 굳건히 할 수 있는 기회를 제공합니다. 2. 관련 구절 설명 - 로마서 1장 4절: 이 구절은 예수님이 성결의 영으로 죽은 자 가운데서 부활하여 하나님의 아들로 인정받았음을 강조합니다. 이는 예수님의 변형이 단순한 사건이 아니라, 그분의 신성과 권위를 드러내는 중요한 사건임을 보여줍니다. - 고린도후서 4장 4절: 이 구절은 그리스도가 하나님의 형상임을 언급하며, 그분의 영광의 복음이 어떻게 세상에 전파되는지를 설","[하이브리드 주제검색 결과] 인식 주제: ['예수'] 검색 키워드: ['예수', '그리스도', '메시아', '하나님의 아들', '말씀', '성육신'] LLM 검색 질의: ['예수님의 변형의 의미와 중요성', '예수님의 변형', '변화산 사건', '하나님의 영광', '예수의 신성', '제자들에게 주는 교훈', '예수님의 변형은 무엇을 의미하며 어떻게 중요한가요?'] 실제 벡터검색 질의: ['예수님의 변형의 의미와 중요성 말씀이 육신이 되심 예수 그리스도 하나님의 아들 주와 하나님', '예수님의 변형의 의미와 중요성', '예수님의 변형', '변화산 사건', '하나님의 영광', '예수의 신성', '제자들에게 주는 교훈', '예수님의 변형은 무엇을 의미하며 어떻게 중요한가요?'] - 로마서 1장 | score=0.583 | keyword=5 | boost=0.0 4절 성결의 영으로는 죽은 가운데서 부활하여 능력으로 하나님의 아들로 인정되셨으니 곧 우리 주 예수 그리스도시니라 5절 그로 말미",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
